City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
184,kattivakkam,20,IN,1552242600,79,13.22,80.32,84.2,10.29
185,san borja,20,BO,1552245478,68,-14.86,-66.75,82.16,4.32
186,chojnow,40,PL,1552245420,81,51.27,15.94,46.4,12.75
187,semnan,0,IR,1552245478,83,35.58,53.39,35.99,2.75
188,cartagena del chaira,64,CO,1552245478,78,1.33,-74.84,82.21,2.98
189,cabo san lucas,5,MX,1552244548,68,22.89,-109.91,84.0,5.82
190,paramonga,0,PE,1552245479,96,-10.68,-77.82,74.83,10.65
191,livingston,90,US,1552245329,64,32.58,-88.19,75.2,3.71
192,liuzhou,12,CN,1552245479,89,24.32,109.41,52.78,5.32
193,jurm,20,AF,1552245480,83,36.86,70.83,12.1,1.59
194,clyde river,1,CA,1552240800,75,70.47,-68.59,-18.41,6.93
195,sao joao da barra,40,BR,1552240800,55,-21.64,-41.05,89.6,13.87
196,kavieng,88,PG,1552245480,100,-2.57,150.8,80.95,10.36
197,harindanga,40,IN,1552242600,88,22.04,88.32,77.0,6.93
198,ust-nera,56,RU,1552245481,31,64.57,143.24,-23.91,1.97
199,poum,36,MK,1552245481,51,41.28,20.71,47.47,3.2
200,avera,75,US,1552245437,64,33.19,-82.53,75.99,11.41
201,jasper,1,US,1552245339,40,33.83,-87.28,72.0,1.97
202,kishtwar,92,IN,1552245482,67,33.31,75.77,24.52,1.07
203,salinopolis,80,BR,1552245482,100,-0.61,-47.36,77.93,4.72
204,san cristobal,75,EC,1552245327,43,-0.39,-78.55,73.4,3.36
205,laguna,90,MX,1552240200,16,27.52,-110.01,75.2,3.36
206,along,12,IN,1552245483,88,28.17,94.8,48.1,2.26
207,chapais,90,CA,1552243620,72,49.78,-74.86,17.6,17.22
208,ipixuna,75,BR,1552244400,78,-1.76,-48.8,82.4,8.05
209,praia da vitoria,75,PT,1552245384,63,38.73,-27.07,66.2,13.56
210,umea,75,SE,1552242000,85,63.83,20.26,21.2,9.17
211,itamarandiba,20,BR,1552245485,47,-17.86,-42.86,88.73,4.72
212,guerrero negro,88,MX,1552245485,87,27.97,-114.04,56.29,7.74
213,kualakapuas,12,ID,1552245485,91,-3.01,114.39,75.91,2.48
214,hobyo,0,SO,1552245485,85,5.35,48.53,78.56,15.17
215,lorengau,92,PG,1552245486,100,-2.02,147.27,79.87,15.28
216,sile,1,US,1552245485,29,35.56,-106.37,57.99,20.8
217,puerto escondido,20,MX,1552239600,70,15.86,-97.07,84.2,10.29
218,buala,20,SB,1552245486,97,-8.15,159.59,79.69,6.06
219,bodden town,40,KY,1552244404,66,19.28,-81.25,86.0,19.46
220,mahebourg,20,MU,1552245247,88,-20.41,57.7,77.0,5.82
221,tashtyp,24,RU,1552245487,66,52.8,89.89,11.06,2.37
222,christchurch,64,NZ,1552245486,93,-43.53,172.64,57.99,6.93
223,nalut,76,LY,1552245488,56,31.86,10.98,64.84,13.15
224,east london,75,ZA,1552241160,94,-33.02,27.91,69.8,20.8
225,kendari,24,ID,1552245488,95,-3.99,122.52,71.09,2.53
226,hirara,92,JP,1552245488,100,24.8,125.28,67.36,11.88
227,almonte,90,CA,1552245482,94,45.23,-76.19,37.0,13.87
228,morondava,92,MG,1552245489,100,-20.3,44.28,75.68,5.84
229,hovd,20,NO,1552245365,67,63.83,10.7,28.0,5.82
230,yerbogachen,56,RU,1552245489,61,61.28,108.01,11.38,5.99
231,marsaxlokk,0,MT,1552245337,87,35.84,14.54,57.0,5.82
